sw,lw,pre,u10,vpd,lh,mean_2m_air_temperature,total_precipitation
112.198,257.906,87.366,1.618,8.616,31.2863,276.6394958496094,0.0
110.657,271.489,87.265,1.288,7.912,37.0874,277.905029296875,0.0
75.895,263.656,87.145,0.944,4.976,17.1822,278.2961120605469,0.0
102.259,266.854,87.149,2.683,10.061,54.7619,280.6399230957031,0.0
111.022,260.021,87.208,1.814,10.774,51.6241,283.520263671875,0.0
108.601,253.79,87.003,2.143,9.827,40.9167,282.7900390625,0.0
107.057,254.382,87.498,1.412,8.593,32.7482,281.8754577636719,0.0
109.932,251.766,87.821,0.844,7.264,25.1089,279.199951171875,0.0
109.314,251.878,87.853,1.466,8.9,36.5147,279.6531982421875,1.862645149230957e-09
111.304,254.56,87.494,1.643,9.417,30.9148,280.5760192871094,4.0978193283081055e-08
111.326,252.278,87.451,1.332,7.733,26.0635,279.6111755371094,0.0
111.135,255.838,87.683,1.495,6.952,31.1849,279.8705749511719,2.142041921615601e-08
111.402,259.862,87.512,1.298,6.055,25.7729,279.7824401855469,0.0
111.527,257.24,86.97,1.111,5.866,19.5287,277.9867858886719,0.0
111.816,251.995,86.739,1.003,6.003,19.2245,277.2391662597656,0.0
97.31,255.287,86.458,1.055,4.393,19.7224,276.9895935058594,0.0
27.16,261.27,86.456,1.641,2.769,0.891307,275.6457214355469,0.0016006678342819
102.296,239.545,86.99,0.906,3.024,13.054,273.6676330566406,0.0018967855721712
114.517,258.739,87.522,1.062,3.044,16.0753,276.3659362792969,3.096833825111389e-05
60.044,287.9,87.586,1.395,3.595,10.9559,277.2074279785156,0.0009377896785736
116.768,230.662,87.197,2.14,5.791,19.581,276.6416015625,1.467764377593994e-06
93.342,261.107,87.455,1.339,7.23,12.8325,276.6030578613281,0.0
107.455,255.07,87.304,1.074,5.703,16.0905,277.4400329589844,0.0
105.703,252.987,87.217,1.25,4.809,14.7411,276.60552978515625,3.077089786529541e-06
59.416,291.646,87.148,1.403,4.293,11.1374,276.7117614746094,5.861371755599976e-05
30.02,309.946,86.96,2.43,2.475,2.52401,278.2558898925781,0.0006597787141799
8.096,324.872,86.541,4.333,3.987,5.5573,279.16119384765625,0.0357410535216331
31.1,295.396,86.9,2.424,2.301,2.699,277.5643615722656,0.0047919061034917
99.961,284.324,87.117,2.679,3.85,26.1388,279.88482666015625,0.0008655153214931
70.056,302.439,87.003,2.074,5.949,25.7925,280.46112060546875,0.0
14.952,338.236,86.618,2.722,3.511,17.4888,281.0414123535156,0.0083001982420682
69.966,310.457,86.631,2.28,2.136,11.6435,280.805908203125,0.0233675669878721
20.606,318.862,86.868,2.005,2.639,11.3087,278.63482666015625,0.0058082472532987
17.479,350.754,86.789,2.586,2.768,5.96905,280.9386901855469,0.0485539250075817
36.465,340.489,86.941,2.578,2.561,8.72425,282.1112670898437,0.0167031753808259
26.669,337.375,86.762,1.421,2.833,9.89148,281.8835144042969,0.0244800057262182
92.642,306.846,86.693,1.678,2.753,27.6387,278.7911682128906,0.0021703839302062
111.211,300.242,86.711,1.09,2.399,29.2885,278.7402648925781,0.0091943927109241
14.497,339.177,86.628,2.01,2.382,5.04981,279.3560485839844,0.0175928901880979
9.814,356.614,86.427,3.155,2.709,4.54807,280.6203918457031,0.081101544201374
36.173,315.89,86.499,1.181,2.743,10.6127,280.1714172363281,0.0554680228233337
148.491,277.367,86.877,1.084,2.827,35.1955,277.5362548828125,0.0013249553740024
147.183,249.796,87.033,1.361,3.215,32.6918,278.53973388671875,0.0
141.274,236.829,86.849,1.383,4.185,27.4155,278.6048278808594,0.0
127.121,261.327,86.629,1.594,4.553,27.6411,278.8173522949219,0.0
14.331,322.257,86.37,4.071,3.341,8.37512,279.0976257324219,0.0262469537556171
53.233,316.867,87.128,1.661,3.602,12.8568,277.2305603027344,0.0119224106892943
121.342,292.852,87.508,1.064,3.057,34.0069,280.252685546875,0.000627864152193
153.403,273.739,87.174,1.423,6.524,48.1794,281.005615234375,0.0
77.377,302.499,86.609,2.415,5.475,20.8855,281.98345947265625,0.0009216163307428
33.669,317.079,86.629,2.009,3.9,6.6932,279.356201171875,0.0215288028120994
81.252,294.446,86.832,2.303,2.097,24.7484,280.5574645996094,0.0110711650922894
157.78,279.575,87.243,1.219,3.886,45.8097,280.0555725097656,0.0039497204124927
137.236,286.157,87.439,1.47,8.61,43.1083,281.4009704589844,0.0
67.445,299.896,87.063,1.133,7.495,30.0783,283.3089599609375,0.0
54.573,329.213,86.537,1.319,3.871,13.1065,281.9806823730469,0.0050120372325181
47.028,337.329,86.122,2.225,3.265,8.90004,280.7863464355469,0.0294321235269308
30.299,332.005,86.111,2.616,2.776,2.41039,278.3529357910156,0.0098924320191144
32.185,321.606,85.998,1.872,2.641,2.52955,277.4211730957031,0.0409564226865768
23.417,347.207,85.873,4.146,4.351,6.64693,278.575439453125,0.0464971773326396
25.546,342.591,86.26,5.964,3.885,9.88659,281.1659545898437,0.0607065334916114
153.567,298.815,86.859,1.219,3.242,34.6546,278.6576232910156,0.0065320776775479
43.352,326.791,86.294,1.148,2.369,12.7968,278.7248229980469,0.0154504897072911
103.001,299.936,86.644,0.743,2.757,28.3041,277.6020202636719,0.005052144639194
197.569,253.435,86.899,1.422,3.727,53.7878,277.6642761230469,0.0001593064516782
158.023,293.726,86.68,1.86,5.534,51.2368,279.8261413574219,1.862645149230957e-09
60.673,337.06,85.652,2.845,3.874,38.0074,282.8656311035156,0.0043096570298075
166.731,302.142,86.027,1.836,2.511,54.5309,280.2305603027344,0.011804349720478
14.85,329.371,86.507,3.389,1.514,5.18904,279.7374572753906,0.0177717022597789
143.91,279.359,86.078,1.428,1.709,20.5244,277.0390625,0.0371239110827446
114.748,279.48,86.307,1.409,1.435,10.9026,273.8901062011719,0.0025996454060077
154.104,298.712,86.821,1.22,1.857,17.3615,276.4150085449219,0.001142063178122
53.351,322.539,86.699,2.971,1.768,15.9897,279.5694885253906,0.0096823284402489
23.21,331.273,85.958,3.129,1.175,4.3399,279.6726379394531,0.0743394494056701
124.882,308.719,86.617,1.8,1.026,9.60859,278.0096740722656,0.0083976499736309
51.68,299.439,86.559,2.041,0.847,3.45948,278.0408935546875,0.0185395311564207
219.522,266.396,86.856,1.097,2.241,32.8074,276.4754638671875,0.000534126535058
35.812,307.492,86.726,0.873,0.758,2.08476,277.4076843261719,0.0036256369203329
227.708,261.0,86.421,1.292,2.385,34.1647,278.7635192871094,0.0007086619734764
172.929,294.578,85.9,1.701,1.867,16.393,280.1607971191406,9.313225746154783e-10
50.655,334.843,84.869,1.781,1.025,2.33268,278.6678466796875,0.0148944584652781
78.325,311.478,85.632,1.225,1.441,7.82852,276.312744140625,0.0064510079100728
75.173,310.441,86.155,2.094,1.165,8.10123,276.7449035644531,0.0009978599846363
120.782,306.472,86.27,3.34,1.458,10.8284,276.6767578125,0.025174580514431
51.535,310.556,86.922,3.006,0.759,0.0557102,276.0687561035156,0.0276480019092559
202.444,285.222,87.358,1.436,2.919,23.2666,277.5678405761719,0.0009785676375031
184.79,309.538,87.337,1.338,2.244,20.7712,280.4100036621094,0.0024643894284963
234.414,273.42,86.899,1.437,4.386,40.1691,280.6035461425781,0.0
238.547,285.134,86.987,1.48,4.924,40.2697,281.0960998535156,0.0
219.302,290.288,86.949,1.507,5.214,42.6562,282.9858093261719,1.5838071703910828e-05
249.567,269.574,86.666,1.724,7.906,66.8512,283.6817932128906,0.0
133.679,277.414,86.857,1.891,5.064,29.8026,283.0533752441406,0.0011599641293287
254.716,254.042,87.256,1.329,7.876,55.0319,281.80780029296875,0.0
259.129,279.45,87.276,1.34,6.579,50.4377,283.4740905761719,0.0
234.718,267.495,86.824,1.74,5.849,55.264,284.1784973144531,0.0030944570899009
258.263,236.805,86.586,3.327,7.256,52.3406,279.6814880371094,9.864568710327148e-06
261.245,256.548,86.659,2.805,6.14,52.1934,282.2535400390625,0.0
265.202,277.365,86.829,2.14,5.521,53.2257,283.3568420410156,0.0
227.459,292.559,86.692,1.994,4.796,48.5502,284.7984313964844,0.0005385447293519
262.452,273.603,86.455,1.496,4.263,53.5297,282.5061340332031,0.0005890130996704
258.718,276.144,86.747,1.502,4.226,55.1993,282.6131286621094,4.714354872703552e-06
269.057,274.759,87.026,1.402,5.68,63.9563,283.3138427734375,2.2351741790771484e-08
224.38,284.36,86.473,2.068,2.317,31.0655,282.46905517578125,1.0351650416851044e-05
257.385,272.156,86.222,1.468,2.564,37.6758,281.0285339355469,2.292916178703308e-06
267.781,270.481,86.543,1.444,2.722,37.8342,281.1992492675781,3.461446613073349e-05
283.273,249.693,86.927,3.631,9.208,88.0787,283.4539794921875,0.0
283.197,256.685,87.084,4.223,10.907,84.7642,285.6227111816406,2.0489096641540527e-08
285.721,276.752,87.006,2.768,12.466,78.2677,288.04962158203125,0.0
289.235,287.934,86.943,1.406,11.582,70.9073,287.84991455078125,0.0
290.926,288.861,87.189,1.726,11.302,76.1553,287.8791809082031,0.0
289.132,280.715,87.103,1.891,8.678,71.1439,288.1153869628906,1.862645149230957e-09
284.817,272.229,86.777,1.839,8.24,73.2034,286.5747375488281,4.284083843231201e-08
295.066,270.114,86.933,1.914,9.507,67.175,286.1587219238281,0.0
295.954,280.548,87.077,1.567,10.555,72.6344,286.5984802246094,1.862645149230957e-09
295.672,267.019,86.856,2.158,6.96,64.9125,286.2528076171875,0.0001835450530052
295.619,268.214,86.758,1.791,5.25,53.3985,283.4432678222656,0.0009546987712383
298.407,280.013,86.788,1.372,8.338,66.8261,285.1556701660156,0.0
276.357,293.09,86.977,1.564,8.611,70.4139,287.3394470214844,0.0
163.062,327.768,86.968,2.006,6.973,51.7348,289.3794860839844,0.0027032243087887
67.462,327.871,86.542,2.281,4.073,16.2809,284.5592041015625,0.0302754081785678
213.013,312.831,86.259,1.426,3.523,61.6808,281.1167297363281,0.010993069037795
88.554,315.817,86.209,1.852,2.221,14.2532,281.7370910644531,0.002990361303091
128.743,329.949,86.082,2.834,2.918,33.2391,282.3944091796875,0.0032663531601428
60.992,333.456,85.935,1.988,3.13,16.3098,280.8578796386719,0.0398679301142692
108.299,308.792,86.531,1.404,3.004,26.8625,277.7435607910156,0.0091144246980547
148.258,293.609,86.93,0.959,2.375,33.6541,281.4182434082031,0.0001948755234479
278.591,292.95,86.778,1.439,3.476,71.641,283.84246826171875,0.000507297925651
330.916,306.111,86.426,1.893,5.189,93.4108,285.74957275390625,0.002451722510159
142.321,318.615,86.701,2.253,2.383,18.6508,284.1539306640625,0.0022600274533033
318.786,270.256,86.908,1.68,3.772,77.9826,282.9028015136719,0.0010219439864158
322.978,263.909,86.949,1.726,7.882,73.6026,283.6719665527344,4.284083843231201e-08
315.808,277.296,87.051,1.671,6.541,69.6537,285.9921569824219,0.0
331.124,292.6,86.921,1.564,5.885,79.4123,288.11871337890625,0.0
284.072,289.101,86.606,2.589,6.207,70.1307,288.64801025390625,0.0
247.623,272.035,86.667,1.505,6.157,60.9466,282.7552795410156,0.0025318544358015
333.61,262.902,86.951,1.464,6.663,81.3822,283.1668395996094,9.313225746154783e-10
334.43,285.76,87.075,1.437,6.986,82.7608,286.6791687011719,2.142041921615601e-08
305.325,288.873,86.862,1.66,8.402,79.3472,288.43975830078125,0.0
335.525,283.096,86.69,1.688,7.07,83.1979,287.9425048828125,0.0
341.976,283.374,86.646,1.814,7.766,93.8486,287.94110107421875,0.0
272.556,295.279,86.473,1.929,6.636,77.5396,288.29998779296875,0.0
306.552,279.502,86.412,1.883,4.629,77.3099,286.3835144042969,0.0
159.884,316.862,86.49,2.433,5.506,50.6318,284.25396728515625,0.0010458268225193
69.417,352.121,86.625,2.407,4.196,17.0871,281.1180725097656,0.0166611392050981
149.436,331.157,86.764,1.918,3.88,40.1802,284.2945556640625,0.0314427986741066
212.758,296.774,86.649,2.59,3.683,72.4288,284.8851013183594,2.674013376235962e-05
131.161,290.322,86.353,3.038,1.491,25.4357,281.8960876464844,0.004567515105009
325.005,244.77,86.837,1.675,3.789,72.8248,278.6720275878906,0.0008104499429464
293.293,280.294,86.901,1.598,6.407,70.3771,281.5361633300781,8.372589945793152e-06
229.851,293.547,86.55,1.577,7.63,61.3506,285.6417236328125,6.82976096868515e-05
242.995,292.421,86.358,2.333,5.815,59.3198,283.8830261230469,0.0001615332439541
64.938,320.282,86.208,1.564,4.956,12.0311,282.9530334472656,0.0255649257451295
59.82,324.206,86.432,1.402,6.251,11.0764,279.7755126953125,0.0102890525013208
263.754,289.019,86.783,1.347,5.81,53.0892,283.8164978027344,0.0001423712819814
346.164,297.021,86.986,1.736,7.179,95.4979,288.1023864746094,5.555339157581329e-06
353.76,314.514,87.082,1.624,11.283,90.0518,290.716064453125,5.13717532157898e-06
353.301,321.306,86.991,1.796,14.376,93.0014,292.9522705078125,0.0002068821340799
359.557,335.605,87.006,1.641,18.68,95.0242,294.4929504394531,0.0
329.699,338.601,86.892,1.786,18.223,100.394,295.7357788085937,0.0
340.413,371.538,86.729,1.937,17.024,93.4648,296.6961364746094,0.0013896971940994
335.261,342.908,86.424,2.072,10.593,86.6035,295.7026062011719,0.0006956458091735
347.083,319.755,86.298,1.765,6.087,70.4453,291.49053955078125,1.2073665857315063e-05
364.19,301.274,86.623,1.697,6.833,75.717,290.25787353515625,0.0
366.985,306.292,86.872,1.823,9.96,89.7702,291.5545654296875,0.0
366.569,297.657,86.855,2.022,12.825,90.7381,292.9548034667969,9.313225746154783e-10
368.643,281.607,86.542,2.251,10.592,81.6499,291.7504577636719,2.142041921615601e-08
366.594,268.707,86.456,1.612,8.6,66.5437,289.0245666503906,0.0
364.401,268.994,86.526,1.866,9.068,70.752,288.5283508300781,0.0
366.155,282.556,86.557,1.559,12.943,85.4327,291.3836364746094,0.0
366.493,282.805,86.981,1.65,12.085,84.1318,291.2590637207031,0.0
370.198,288.263,87.104,1.676,13.912,92.8006,291.8299255371094,0.0
364.27,294.301,86.924,1.939,12.784,91.3775,292.379638671875,0.0
366.712,286.29,86.856,1.749,10.474,83.7592,290.7388000488281,0.0
370.459,293.052,86.779,1.664,9.61,80.4942,289.9339294433594,0.0
314.234,296.97,86.454,2.162,5.713,60.0872,289.9288024902344,0.0
165.226,342.076,86.256,1.844,6.004,42.4075,284.98907470703125,0.0134515203535556
299.005,296.327,86.535,1.533,2.68,57.7425,285.9347839355469,3.386847674846649e-05
360.214,277.582,86.586,1.455,5.034,74.716,286.4887084960937,0.0
327.273,305.629,86.796,1.472,7.706,79.7851,287.99395751953125,9.313225746154783e-10
323.744,325.559,87.031,1.596,8.496,72.6604,291.9792175292969,2.142041921615601e-08
371.204,328.528,86.9,2.221,22.987,123.084,296.1492004394531,1.862645149230957e-09
372.168,332.427,87.013,1.827,24.126,109.417,301.78240966796875,4.284083843231201e-08
367.644,343.467,86.715,1.608,20.826,119.341,300.3576354980469,0.0
369.498,326.9,86.178,2.053,21.713,134.446,299.5997009277344,1.862645149230957e-09
367.812,323.356,86.192,2.048,16.853,114.679,298.0036926269531,4.284083843231201e-08
368.162,318.923,86.449,1.662,10.688,97.6506,294.10479736328125,0.0
364.643,316.696,86.605,1.74,11.712,89.8334,293.0027160644531,0.0
371.254,319.831,86.693,1.634,18.035,119.878,296.3335266113281,0.0
369.458,321.635,86.706,1.584,15.911,116.052,296.5010070800781,1.862645149230957e-09
370.942,317.019,86.544,2.066,16.371,119.655,297.0957336425781,4.284083843231201e-08
369.444,309.155,86.694,1.96,15.119,114.059,295.1670837402344,0.0
367.734,320.056,86.981,1.696,14.153,122.592,294.9168395996094,0.0
378.321,340.307,86.977,1.752,14.94,130.83,295.1237487792969,0.0002419641241431
338.765,341.241,86.827,1.477,14.767,109.307,296.8417663574219,0.0003064526244997
365.355,339.185,86.787,1.613,14.892,122.79,297.7966613769531,2.5251880288124084e-05
362.666,344.011,86.84,1.536,15.964,112.313,297.9179992675781,6.012432277202606e-05
362.33,339.313,86.728,1.494,14.691,121.61,297.1600646972656,4.023127257823944e-05
368.032,312.551,86.61,2.479,15.47,117.541,295.3834533691406,0.0
368.116,300.75,86.642,2.404,12.891,107.991,292.5783996582031,0.0
362.542,301.792,86.576,1.896,8.781,99.6756,291.7394714355469,0.0
346.989,296.399,86.599,1.862,6.826,87.8517,289.2850952148437,0.0
364.792,294.748,86.628,1.742,8.078,89.1453,289.16632080078125,0.0
337.371,295.806,86.528,2.118,5.596,78.9295,288.9355773925781,0.0004131626337766
339.008,291.573,86.562,1.744,5.898,74.2368,288.52215576171875,0.0
350.659,297.017,86.606,1.74,6.091,83.3034,289.6707458496094,0.0
360.824,295.827,86.737,1.571,6.889,91.185,289.5487670898437,0.0
362.597,310.432,86.665,1.557,10.307,104.071,292.1654052734375,0.0
357.767,319.38,86.685,1.493,11.385,108.096,293.4347839355469,0.0
350.765,317.23,86.79,1.387,11.782,104.947,294.1658630371094,0.0
358.856,320.499,86.923,1.583,12.697,106.566,294.9676513671875,0.0
357.464,308.432,87.134,1.543,9.89,101.118,293.9436340332031,0.0
356.598,300.734,87.193,1.432,12.771,111.704,294.3251037597656,0.0
345.274,316.87,86.993,1.453,13.502,107.054,295.0422668457031,0.0
269.214,323.408,86.785,1.33,10.489,85.7428,293.7298889160156,0.0
357.801,301.485,87.029,1.608,9.452,97.1371,291.6146240234375,9.313225746154783e-10
357.466,301.195,87.267,1.422,12.63,110.986,292.7610168457031,2.142041921615601e-08
356.909,307.142,87.154,1.653,15.682,117.85,294.9420471191406,0.0
354.81,312.35,86.879,1.604,17.529,117.745,295.9267272949219,0.0
355.13,301.193,86.804,1.635,16.014,111.063,296.3019104003906,0.0
353.526,303.207,86.995,1.525,15.117,110.351,295.363525390625,0.0
353.301,310.798,87.153,1.501,16.713,117.601,295.9971008300781,0.0
350.744,315.733,87.054,1.585,18.231,110.058,297.0826721191406,0.0
349.539,321.29,86.77,1.607,17.721,123.584,297.1587219238281,0.0
350.527,307.41,86.715,1.796,14.93,106.503,296.2635498046875,0.0
349.005,303.385,86.874,1.517,14.385,105.398,293.86822509765625,0.0
348.089,310.692,86.978,1.38,16.728,108.619,295.89990234375,0.0
333.87,321.346,86.877,1.574,19.284,118.135,297.4333801269531,0.0
326.193,328.064,86.855,1.4,17.813,109.439,298.5265808105469,1.862645149230957e-09
318.356,348.935,86.887,1.263,22.822,119.668,300.2169189453125,4.284083843231201e-08
294.812,378.552,86.956,1.33,21.591,105.566,301.4784851074219,2.253800630569458e-06
284.139,362.665,86.816,1.279,19.211,107.772,300.6228942871094,1.7785467207431793e-05
297.556,356.376,86.757,1.469,16.406,105.145,298.6562194824219,0.000558859668672
328.541,339.768,87.019,1.633,15.354,100.965,297.0893859863281,0.0001682778820395
331.257,330.619,87.066,1.615,15.478,106.983,297.4286499023437,0.0
332.187,324.02,86.776,1.785,17.194,107.388,297.6894836425781,0.0
328.475,317.389,86.666,1.588,15.117,94.4955,296.0279541015625,1.862645149230957e-09
329.212,304.975,86.805,1.557,15.223,96.9452,294.262451171875,4.284083843231201e-08
324.79,301.134,86.807,1.474,13.304,92.6165,294.7497253417969,0.0
332.019,296.556,86.855,1.923,12.717,90.2317,293.2168884277344,1.7080456018447876e-06
333.914,306.496,86.931,1.583,16.692,101.079,294.08856201171875,0.0
332.54,308.828,86.87,1.567,17.6,95.9252,295.745361328125,9.313225746154783e-10
332.792,307.673,86.807,1.615,18.791,91.4799,296.5767517089844,2.142041921615601e-08
322.185,305.398,86.761,1.587,18.779,86.8615,296.3080749511719,0.0
324.891,308.398,87.073,1.524,20.057,85.4741,297.2666015625,0.0
323.057,315.529,87.077,1.432,21.303,92.4429,296.9644470214844,0.0
321.42,312.965,86.897,1.833,19.908,90.1707,297.5915222167969,0.0
321.47,298.31,86.88,1.981,18.669,79.3258,296.2624816894531,0.0
319.714,294.67,86.945,1.935,13.21,73.0353,293.24139404296875,0.0
317.554,302.392,86.929,1.486,12.542,79.5832,292.2994689941406,0.0
314.569,311.364,86.663,1.402,13.727,77.0756,293.3397521972656,1.862645149230957e-09
311.539,311.609,86.644,1.532,14.254,81.262,294.3698425292969,4.284083843231201e-08
306.809,310.194,86.928,1.601,13.208,85.0506,294.2577819824219,7.210299372673035e-06
308.582,303.962,87.177,1.441,14.701,87.893,293.90625,0.0
302.035,317.966,87.043,1.256,17.688,87.5597,295.32061767578125,0.0
303.469,315.043,86.729,1.544,16.174,78.2612,296.5466003417969,0.0
303.101,315.83,86.499,1.544,16.736,81.1797,296.01141357421875,1.862645149230957e-09
300.669,330.731,86.647,1.501,15.868,78.1843,296.05877685546875,4.4703483581542975e-08
85.787,356.673,86.686,0.872,9.72,35.7291,293.6925964355469,7.41519033908844e-05
96.82,356.213,86.606,0.781,7.794,37.041,290.7032470703125,0.000148294493556
258.859,334.159,86.511,1.659,10.317,71.5591,289.7265014648437,0.0007233042269945
41.979,350.995,86.417,2.096,7.599,10.2037,286.4313659667969,0.0106001924723386
100.481,327.309,86.66,1.374,4.747,20.1242,284.3315734863281,0.0228394195437431
174.882,289.653,86.628,1.32,2.621,36.0813,285.9316711425781,0.0001796260476112
250.882,279.56,86.746,1.837,4.003,55.6342,285.3808288574219,1.6607344150543213e-05
290.096,276.716,86.897,1.687,6.488,76.5648,285.7716979980469,0.000116616487503
287.355,286.519,86.815,1.757,11.113,86.6947,289.3856811523437,0.0
284.898,289.865,86.654,1.659,14.864,97.7988,292.17254638671875,0.0
281.405,295.171,86.373,1.695,13.209,82.7407,292.2588806152344,1.862645149230957e-09
271.766,296.838,86.382,1.433,13.255,79.7226,292.2496643066406,4.284083843231201e-08
277.814,294.253,86.654,1.487,12.526,76.2834,291.4805603027344,1.862645149230957e-09
276.28,300.503,86.87,1.487,14.31,79.2622,291.99835205078125,4.284083843231201e-08
195.568,332.137,86.931,1.26,14.855,58.487,292.9983215332031,0.0
197.549,354.153,86.643,1.464,20.629,69.8992,295.9203186035156,0.0
262.725,330.59,86.86,1.331,9.149,62.6042,294.7774963378906,0.0
264.825,310.559,86.923,1.403,6.896,64.7206,292.1120910644531,0.0
267.376,305.592,86.788,1.412,8.984,72.3861,291.05712890625,4.284083843231201e-08
266.487,313.145,86.788,1.376,18.321,90.005,293.8583068847656,1.862645149230957e-09
262.102,327.163,86.905,1.605,21.655,80.2053,297.5212707519531,4.284083843231201e-08
258.642,335.906,86.645,1.444,22.649,82.0789,298.1152038574219,0.0
256.767,346.048,86.191,1.736,18.179,76.9235,298.4771423339844,0.0
252.591,333.262,85.759,2.252,8.614,63.0423,294.5673522949219,0.0
76.464,344.578,85.825,1.334,7.205,17.7369,287.38623046875,0.0074421130120754
252.079,283.569,86.548,1.278,5.461,76.0431,286.2452697753906,0.0004836460575461
248.401,288.902,86.979,1.513,8.535,67.1696,288.37017822265625,0.0
244.448,303.424,86.938,1.584,10.995,70.3412,289.8336486816406,1.862645149230957e-09
244.682,303.504,86.885,1.664,12.699,70.1383,290.60308837890625,4.284083843231201e-08
232.628,308.714,86.921,1.639,11.113,62.7195,290.4385070800781,1.862645149230957e-09
232.078,302.251,86.871,1.202,10.206,61.9139,289.36920166015625,1.830793917179108e-05
235.561,310.58,86.69,1.487,14.971,66.9621,290.8943176269531,0.0
234.934,313.42,86.604,1.319,17.177,62.208,294.13653564453125,0.0
231.14,313.806,86.686,1.248,13.413,60.7761,293.3818664550781,0.0
230.772,309.004,86.561,1.978,11.685,51.4166,293.5135192871094,0.0
225.702,302.718,86.483,1.324,9.961,51.094,290.4867553710937,6.833486258983612e-05
226.002,300.388,86.485,1.151,10.347,56.6278,290.1701354980469,0.0
222.131,302.992,86.629,1.157,15.643,56.4633,290.6757202148437,0.0
219.346,317.793,86.561,1.504,17.143,63.402,291.35992431640625,0.0
218.283,305.682,86.623,1.018,13.204,56.1079,290.5263366699219,9.313225746154783e-10
216.085,294.14,86.699,1.079,9.876,49.235,288.9065246582031,2.142041921615601e-08
83.259,318.327,86.236,2.345,4.622,6.5505,287.51043701171875,0.0027961637824773
116.144,341.717,85.789,1.622,2.991,9.70645,281.33306884765625,0.019817542284727
43.261,323.953,86.208,1.494,0.548,0.367994,279.7733459472656,0.0081371329724788
79.861,300.88,86.884,0.757,3.438,13.111,279.48077392578125,0.0004862286150455
208.253,276.301,87.132,1.197,2.663,40.2872,282.6507568359375,2.123415470123291e-06
206.546,278.56,86.885,1.009,4.244,43.5121,284.4761047363281,4.4703483581542975e-08
200.426,278.098,86.819,1.226,4.799,49.4472,284.8385009765625,4.284083843231201e-08
203.979,281.757,86.998,1.212,7.781,60.3032,285.11981201171875,0.0
199.808,288.494,87.031,1.222,9.261,57.676,285.4773864746094,0.0
191.574,287.259,86.997,1.475,9.313,53.7415,287.0977478027344,0.0
196.592,284.466,86.948,1.333,8.661,51.6586,286.40777587890625,9.313225746154783e-10
113.358,301.701,86.642,1.742,4.585,26.3786,285.039794921875,0.0020827772095799
187.8,277.236,86.286,2.528,4.634,43.8867,285.0640563964844,0.0071188900619745
191.666,246.877,86.336,3.775,7.509,36.4603,284.4734191894531,0.0
188.125,278.831,86.63,1.401,7.407,40.015,286.0538330078125,0.0
182.961,285.606,86.963,1.168,6.656,40.4204,284.73297119140625,0.0
29.96,315.902,86.394,1.911,4.098,6.57971,283.6445007324219,0.0095300171524286
51.702,337.891,85.881,0.864,2.22,5.36425,280.32476806640625,0.0138295590877532
162.31,291.464,86.106,1.07,1.744,17.9039,280.8329162597656,0.002159547060728
23.768,334.505,86.243,3.894,2.253,1.23842,281.2756652832031,0.0123659577220678
74.017,322.614,86.352,1.563,3.898,12.8886,280.1271057128906,0.0372799038887023
88.42,291.884,86.529,1.067,1.538,6.6473,278.2829895019531,0.0014893934130668
171.079,255.613,86.948,1.061,3.579,27.0445,278.96307373046875,7.841736078262329e-07
126.662,284.393,87.036,1.044,4.025,27.1269,280.1598815917969,0.0
165.922,277.727,86.703,1.265,4.997,44.3985,281.7000732421875,0.0
164.804,268.72,86.733,2.159,6.907,44.5508,285.0254821777344,0.0
158.36,265.532,86.661,1.202,5.257,35.8387,282.9577331542969,0.0
136.372,281.438,86.51,1.143,3.955,32.1643,282.5633850097656,0.0
162.224,257.169,86.175,2.276,4.805,42.1626,282.2235412597656,1.862645149230957e-09
158.998,259.281,86.632,1.957,6.383,41.4352,282.2948303222656,4.0978193283081055e-08
59.041,284.398,86.341,2.24,2.972,14.1551,281.2322692871094,0.0010124798864126
99.729,275.899,85.727,1.426,1.248,11.7025,277.3226623535156,0.0049588531255722
45.576,284.008,85.761,1.57,0.53,0.402106,275.41082763671875,0.0085017094388604
125.048,246.282,86.524,0.808,1.609,12.2515,273.5595397949219,0.0002202577888965
150.827,234.722,87.04,1.124,2.462,15.0122,274.3841247558594,0.0
59.529,265.653,86.519,2.219,1.46,2.42167,273.5489807128906,0.000468211248517
119.715,292.184,86.515,1.386,0.792,5.41382,274.35400390625,0.0086297141388058
118.502,268.734,86.647,0.928,1.864,3.66623,272.6156311035156,3.104936331510544e-05
138.257,240.027,86.65,1.101,2.601,12.0516,274.6244201660156,0.0
141.504,234.566,87.079,1.067,5.459,10.4727,276.3318786621094,0.0
140.34,244.066,87.396,1.238,5.925,10.3155,276.97900390625,0.0
127.798,258.277,87.319,1.196,7.159,16.4575,278.197998046875,0.0
135.707,245.357,87.04,1.454,9.028,17.6181,278.7244567871094,0.0
87.251,281.288,86.694,1.242,5.008,8.1041,279.3861999511719,0.0
133.942,269.709,86.9,1.06,2.627,18.6229,278.197021484375,0.0015645381063222
86.552,267.044,87.319,0.874,4.663,15.1714,277.2023620605469,5.19677996635437e-07
130.846,267.418,87.186,1.137,4.34,18.1693,279.0176696777344,0.0
120.044,267.523,87.015,1.044,4.952,18.8849,279.4898986816406,0.0
89.602,290.253,87.012,0.974,4.796,14.1345,279.1175231933594,1.862645149230957e-09
