sw,lw,pre,u10,vpd,lh,mean_2m_air_temperature,total_precipitation
333.894,342.524,99.679,1.053,17.994,97.8405,295.8673400878906,4.284083843231201e-08
331.62,356.389,99.447,1.005,21.18,94.4766,296.7348937988281,0.0
337.746,341.21,99.4,1.337,16.27,80.6304,297.05792236328125,0.0
334.557,323.902,99.679,0.974,10.671,60.6802,292.9775085449219,0.0
333.091,319.009,99.622,1.268,10.838,66.1111,292.4511413574219,0.0
347.067,300.835,99.839,1.391,7.326,52.172,289.32183837890625,0.0
342.737,322.277,99.727,1.371,11.576,57.363,289.2621765136719,0.0
341.795,328.917,99.488,1.088,15.803,56.4018,293.3825988769531,0.0
325.169,325.221,99.55,1.169,9.977,44.6954,292.8616943359375,0.0
329.703,326.663,99.59,1.077,9.045,36.5495,289.86083984375,1.4584511518478394e-06
340.65,316.425,99.661,1.173,10.145,37.1507,291.0807189941406,0.0
330.898,321.267,99.735,1.283,10.732,35.1815,291.2540588378906,0.0
338.454,331.698,99.688,1.269,11.327,37.8656,292.0503845214844,0.0
332.723,339.139,99.438,1.229,12.192,36.246,293.0743713378906,0.0
357.286,318.531,99.19,1.938,15.499,41.2238,294.2860412597656,0.0
361.984,307.161,99.158,1.864,17.14,39.8715,293.8558044433594,0.0
326.777,327.724,99.379,1.081,21.418,30.5648,295.5730895996094,0.0
343.976,338.155,99.318,1.276,23.445,32.9112,295.6363220214844,0.0
293.352,346.579,99.32,1.22,19.421,26.8223,296.0919494628906,1.862645149230957e-09
350.663,335.928,99.282,1.179,14.957,26.3561,294.7312927246094,4.284083843231201e-08
350.502,328.534,99.291,1.221,11.144,22.7706,293.0783386230469,1.1976808309555054e-06
352.184,338.866,99.152,1.105,15.424,26.0745,293.7627258300781,0.0
352.122,334.898,99.338,1.269,12.494,20.0626,294.8309631347656,0.0
354.566,326.441,99.619,1.218,9.191,17.0714,292.02471923828125,0.0
339.916,336.973,99.424,1.081,9.943,11.6315,291.1506652832031,3.725290298461914e-09
294.782,334.531,99.198,1.04,11.257,9.45261,292.1398620605469,8.568167686462402e-08
349.637,332.543,99.273,1.189,11.595,9.74849,292.0310363769531,1.044943928718567e-06
345.19,336.756,99.476,1.341,13.265,10.0898,292.9633483886719,9.80570912361145e-05
313.563,351.865,99.514,1.591,11.497,7.32603,294.0741882324219,8.568167686462402e-08
156.282,365.465,99.382,1.999,7.125,4.05557,292.4412841796875,0.0005487035959959
367.652,305.054,99.561,1.483,10.39,9.85129,289.8204650878906,0.0004932526499032
332.599,312.371,99.401,1.419,14.173,6.64991,291.71905517578125,0.0
363.405,324.026,99.284,1.345,17.256,7.50342,293.2279052734375,0.0
344.503,348.915,99.231,1.359,20.794,6.56293,295.4999694824219,1.862645149230957e-09
337.855,351.513,98.992,1.484,17.025,4.91724,296.4454650878906,4.4703483581542975e-08
357.798,348.463,98.865,1.513,18.632,3.35569,295.9533386230469,4.4703483581542975e-08
364.524,347.314,99.319,1.277,23.889,5.0666,297.5919189453125,4.284083843231201e-08
356.661,369.456,99.423,1.442,30.005,0.619879,300.3025207519531,0.0
361.357,376.163,99.035,1.492,32.649,3.34513,302.3014221191406,0.0
358.069,375.318,98.941,1.401,31.086,1.00323,302.54888916015625,0.0
366.201,341.486,99.243,1.33,15.656,2.37615,298.0448608398437,0.0
361.254,347.929,99.089,1.443,20.754,2.66919,295.8936462402344,0.0
366.345,356.794,98.873,1.339,27.307,1.97486,299.15045166015625,0.0
352.841,346.363,99.161,1.381,17.257,0.0151369,298.10626220703125,0.0
365.162,331.415,99.674,1.282,13.558,1.68487,295.0662536621094,0.0
368.43,337.72,99.568,1.224,18.113,3.55526,294.6445007324219,0.0
370.141,337.871,99.231,1.335,21.046,2.88672,296.89410400390625,0.0
371.45,329.373,99.063,1.354,19.783,1.78665,296.698486328125,0.0
370.364,321.255,99.25,1.395,16.852,2.27264,294.85107421875,0.0
372.018,336.901,99.213,1.466,22.859,2.70957,296.5250244140625,0.0
366.914,351.04,98.923,1.372,26.523,3.82501,298.5555419921875,0.0
363.706,339.745,99.496,1.5,17.853,0.935672,296.3846435546875,0.0
359.972,344.169,99.544,1.622,14.233,-0.832756,295.92852783203125,0.0
356.682,345.063,99.605,1.392,13.136,1.32721,295.8583679199219,0.0
360.792,331.158,99.528,1.342,15.632,1.38563,294.4437866210937,1.862645149230957e-09
354.971,325.875,99.559,1.338,18.095,0.499868,294.3509826660156,4.4703483581542975e-08
362.375,346.113,99.403,1.372,21.639,1.0029,296.1755065917969,4.284083843231201e-08
365.046,360.543,99.164,1.384,23.861,0.549291,298.26953125,1.862645149230957e-09
361.32,384.562,98.897,1.244,31.874,0.486394,300.5120544433594,4.284083843231201e-08
353.908,401.154,98.928,1.283,40.659,0.558749,303.7894897460937,0.0
341.214,384.776,98.94,1.543,29.888,1.12339,303.9365539550781,0.0
357.163,349.193,98.872,1.262,14.733,0.600381,297.62420654296875,1.862645149230957e-09
335.781,368.569,98.58,1.162,20.408,2.9008,296.3417358398437,4.4703483581542975e-08
343.016,366.776,98.838,1.45,19.804,1.11951,298.4596862792969,4.284083843231201e-08
236.502,381.71,98.624,1.239,15.061,0.604165,296.88922119140625,0.0
312.843,365.42,99.427,1.44,9.857,2.99442,295.43572998046875,1.912936568260193e-06
349.76,343.168,99.203,1.358,12.695,2.67493,294.9088439941406,0.0
355.181,348.338,99.283,1.236,17.754,1.8127,295.8034362792969,0.0
355.161,351.118,99.055,1.308,20.561,2.70949,296.9795837402344,1.862645149230957e-09
354.483,354.814,98.912,1.342,19.697,1.9254,297.1485595703125,4.4703483581542975e-08
345.3,350.073,98.977,1.462,15.791,3.06601,297.1046447753906,4.284083843231201e-08
350.386,344.603,98.756,1.479,12.885,0.479992,294.2432556152344,0.0
189.284,391.718,98.894,1.365,9.073,-0.777436,294.8294982910156,0.0014330223202705
344.41,338.403,99.081,1.3,14.926,3.78322,294.6994323730469,0.0
349.845,342.926,99.138,1.39,15.05,0.755718,295.7886657714844,0.0
342.623,360.958,99.258,1.245,17.271,2.64618,296.82666015625,0.0
346.348,367.382,99.26,1.293,17.42,0.681959,298.0155334472656,0.0
309.765,397.3,99.063,1.31,20.693,0.220351,298.8067932128906,0.0
181.643,397.239,98.706,1.097,17.163,0.593577,299.6618957519531,2.09808349609375e-05
347.783,345.137,98.785,1.388,16.705,1.5081,296.9880676269531,0.0
346.481,343.058,98.87,1.281,18.257,2.69607,295.7375183105469,5.345791578292847e-07
347.11,345.739,99.035,1.105,22.489,3.1151,296.9838256835937,1.862645149230957e-09
348.723,351.334,98.763,1.457,25.25,1.93763,298.6557922363281,4.284083843231201e-08
337.465,350.933,98.881,1.24,18.769,1.36974,297.227783203125,0.0
343.527,358.378,98.581,1.207,22.679,2.40918,297.6717834472656,0.0
336.001,370.007,98.62,1.417,26.69,2.26979,299.7062683105469,0.0
335.521,363.498,98.692,1.303,24.946,1.44862,298.5301818847656,1.862645149230957e-09
305.726,367.685,98.952,1.047,20.561,1.90321,298.0295104980469,4.284083843231201e-08
333.58,364.983,98.983,1.25,28.215,1.72418,298.4522399902344,0.0
330.893,362.664,98.692,1.349,35.401,2.17448,301.3561096191406,0.0
336.77,331.252,98.946,1.521,13.285,0.656022,297.5238342285156,0.0
269.609,349.649,98.993,1.27,6.686,-0.0811156,291.4957275390625,5.986541509628296e-06
323.649,335.421,99.128,1.425,9.602,1.40301,291.7855224609375,4.284083843231201e-08
325.473,342.25,98.968,1.301,13.595,2.28525,293.064453125,9.07108187675476e-07
332.647,340.371,98.977,1.24,18.234,3.52039,295.0628356933594,0.0
329.763,347.494,98.896,1.384,22.986,1.64059,297.1326904296875,4.284083843231201e-08
326.035,332.818,99.145,1.607,18.144,1.56274,296.5957946777344,0.0
325.55,330.922,99.181,1.264,18.388,0.522847,294.6004333496094,0.0
320.231,341.636,99.181,1.311,22.869,1.44659,296.2940979003906,0.0
323.592,350.549,99.008,1.282,26.349,1.8577,297.0951538085937,0.0
316.659,349.858,98.736,1.337,20.786,0.582631,297.10894775390625,0.0
322.875,335.801,99.131,1.363,17.775,0.722386,296.25164794921875,0.0
328.066,325.78,98.907,1.128,18.417,0.170617,295.2687072753906,1.862645149230957e-09
322.534,328.072,98.756,1.465,17.664,0.9742,296.0529479980469,4.4703483581542975e-08
313.85,341.021,99.108,1.207,16.571,2.15843,294.9488830566406,4.4703483581542975e-08
307.05,366.091,98.87,1.244,19.857,2.71714,297.4981994628906,4.284083843231201e-08
304.084,380.044,98.887,1.212,24.379,0.765101,299.4813232421875,0.0
300.634,385.15,98.365,1.226,24.539,1.18231,300.5121154785156,1.862645149230957e-09
299.785,379.933,98.033,1.127,22.75,0.0899149,300.6633605957031,4.284083843231201e-08
296.727,368.289,98.368,1.153,19.344,0.983018,298.7613830566406,0.0
293.054,359.035,98.734,1.236,16.807,0.589877,297.78875732421875,0.0
294.274,356.212,98.698,1.275,16.945,2.26675,296.7442932128906,0.0
294.699,367.314,98.581,1.245,21.361,0.194073,297.2706604003906,8.568167686462402e-08
283.156,395.574,98.644,1.211,29.618,0.729853,299.8550109863281,0.0
285.174,406.001,98.473,1.196,33.975,-0.329226,302.8453369140625,0.0
251.034,414.715,98.862,1.505,32.577,0.35897,303.8771057128906,5.358085036277771e-05
263.954,415.799,98.939,1.331,29.395,7.36242,302.9288024902344,0.0002969726920127
290.245,377.449,98.815,1.298,30.432,2.50531,301.8053894042969,0.0
296.631,357.678,98.779,1.276,29.678,3.22676,300.6405029296875,0.0
288.517,360.018,98.752,1.46,26.078,2.58395,300.4645690917969,0.0
283.973,346.298,98.43,1.407,12.656,2.11485,297.2732849121094,1.1960044503211977e-05
256.382,345.247,98.24,1.152,18.039,2.70317,296.48516845703125,1.862645149230957e-09
258.408,362.14,98.326,1.216,23.892,0.717636,299.00592041015625,4.284083843231201e-08
257.541,339.972,98.924,1.051,9.19,1.40662,296.0077209472656,0.0
263.607,349.505,98.673,0.991,13.996,2.64258,295.4957580566406,0.0
263.705,349.033,98.719,1.088,10.465,2.60775,294.9727478027344,0.0
251.989,353.718,99.071,1.072,11.827,1.79609,293.83551025390625,0.0
255.091,355.527,99.197,1.159,13.235,1.7474,294.8782043457031,0.0
260.23,337.481,99.338,1.464,7.228,1.27711,294.1941833496094,0.0
248.813,342.026,99.474,1.182,9.129,2.18725,291.4958801269531,0.0
257.64,333.349,99.475,1.283,10.626,2.67311,292.6584777832031,0.0
257.923,327.039,99.459,1.3,9.304,1.55239,292.55303955078125,1.862645149230957e-09
251.201,332.315,99.435,1.114,9.312,1.51653,290.8998107910156,4.284083843231201e-08
250.454,333.25,99.193,1.093,10.76,1.50313,292.4444580078125,0.0
251.088,334.559,99.085,1.555,14.309,2.03496,294.3854675292969,1.862645149230957e-09
214.884,319.139,98.955,2.246,7.385,0.809541,291.1944580078125,0.0002482198178768
163.557,335.675,98.919,0.911,6.663,0.546319,287.6434326171875,0.0007221475243568
230.765,326.959,98.689,1.193,11.156,0.308003,290.16241455078125,0.0
107.628,352.558,99.063,0.928,4.546,16.2429,290.08233642578125,0.0024216976016759
140.369,353.783,99.425,0.843,6.24,6.97013,290.1290283203125,0.0003342572599649
246.064,317.37,99.41,1.19,11.441,4.13921,289.9375915527344,8.139759302139282e-07
240.296,332.539,99.228,1.26,17.382,1.75052,292.1373596191406,0.0
237.635,338.925,99.121,1.39,20.795,1.36143,293.6927185058594,0.0
229.478,340.71,98.438,1.311,21.326,0.825099,295.010498046875,1.862645149230957e-09
163.786,351.321,98.567,1.439,6.133,2.92022,291.0978088378906,5.62518835067749e-06
241.484,314.07,99.35,1.44,9.28,14.5576,288.7988586425781,0.0001070108264684
231.769,314.948,99.44,1.486,13.67,1.82604,289.4756774902344,0.0
162.322,352.17,99.704,1.119,6.942,-0.976152,291.2333984375,0.0001540798693895
226.428,322.176,99.646,1.287,12.837,2.10204,290.813720703125,0.0
223.774,321.374,98.952,1.296,12.902,1.49402,293.2100830078125,4.284083843231201e-08
220.134,303.85,99.0,1.584,7.436,0.688984,290.0038146972656,0.0
127.516,319.812,99.27,1.244,4.259,3.99568,286.5367736816406,0.0014438703656196
225.134,283.282,99.882,1.433,9.205,3.79855,285.7240600585937,0.0
219.632,299.778,99.77,1.358,12.766,1.4447,288.0081481933594,0.0
217.285,312.668,99.14,1.336,15.857,0.925939,289.1895446777344,0.0
203.88,322.592,99.106,1.484,10.741,-0.134872,290.7915954589844,4.759058356285095e-07
196.378,342.535,99.648,1.278,5.489,27.43,290.0049133300781,0.0117154940962791
182.731,325.412,99.254,1.086,6.567,12.9917,287.2429504394531,3.236904740333557e-05
86.106,361.626,98.735,0.85,3.022,10.0458,288.2724609375,0.0078524984419345
176.184,334.01,99.128,0.924,4.512,12.7194,287.0196533203125,0.0013469457626342
195.341,321.702,99.343,1.12,8.033,8.80422,289.11102294921875,0.0
156.567,339.681,99.14,1.093,4.22,7.00931,289.1532897949219,6.830040365457535e-05
70.662,373.501,99.118,1.22,3.456,12.9251,287.7205810546875,0.0059065986424684
153.083,333.464,99.414,1.07,5.091,17.2833,286.61590576171875,0.003612982109189
113.19,363.264,99.619,0.795,8.611,6.61883,287.02008056640625,0.0
152.083,363.892,99.614,1.438,6.516,7.32664,291.3514404296875,0.0002032611519098
175.737,331.865,99.905,1.388,5.386,20.2654,288.6840515136719,0.0105310399085283
190.92,287.445,100.185,1.007,8.444,12.6703,286.9267883300781,0.0
185.043,314.77,100.521,1.357,12.979,10.7226,288.51171875,0.0
183.726,323.363,100.098,1.388,16.363,10.1544,289.5417785644531,0.0
180.722,328.637,99.636,1.302,16.85,10.2484,290.4797058105469,1.862645149230957e-09
171.598,324.849,99.08,1.25,13.745,8.19877,290.7173156738281,4.284083843231201e-08
153.35,312.211,98.894,0.994,8.168,6.84446,289.4620666503906,2.553686499595642e-06
136.516,336.834,99.612,0.903,11.0,6.44291,289.721923828125,4.284083843231201e-08
162.966,359.78,100.068,1.067,12.75,5.75506,290.9750366210937,0.0
131.005,352.302,99.699,1.297,7.373,7.83278,291.2348022460937,0.0005453079938888
67.032,350.848,99.812,0.771,1.905,8.93391,287.7189025878906,6.125867366790771e-05
154.573,328.516,100.123,1.094,3.432,6.23779,287.5863647460937,0.0
160.515,317.232,99.881,1.12,5.006,5.54193,287.5105285644531,0.0
159.883,309.608,99.83,1.341,8.924,4.6272,288.45050048828125,0.0
162.852,302.959,99.846,1.313,10.728,4.59279,288.2914123535156,0.0
136.315,304.638,99.711,1.42,13.221,4.461,288.2062072753906,0.0
158.206,303.769,99.596,1.346,13.464,3.85623,287.4423522949219,0.0
142.368,305.86,99.536,1.019,9.994,3.1257,287.9789428710937,0.0
151.301,311.75,99.617,1.109,11.608,2.60832,287.3901062011719,0.0
122.146,316.27,99.676,0.937,3.707,1.76626,287.5265197753906,4.759058356285095e-07
141.412,314.696,99.691,1.061,4.946,2.94361,286.3623962402344,3.566499799489975e-05
70.664,349.07,99.687,1.122,3.256,3.59724,286.1005249023437,0.0009619891643524
110.182,332.674,99.634,1.567,2.914,12.4988,287.2026672363281,0.0219117272645235
119.461,328.59,100.21,1.108,5.587,9.65915,284.0631408691406,1.862645149230957e-09
137.562,323.739,100.231,1.298,7.139,6.75838,288.40557861328125,4.4703483581542975e-08
134.76,323.878,99.845,1.069,3.935,5.57396,288.2909851074219,4.37721610069275e-08
135.726,324.945,99.684,1.091,6.025,7.62169,288.0959777832031,2.3283064365386963e-08
105.453,335.865,99.872,0.915,2.87,4.98326,287.9851379394531,0.000135475769639
133.855,320.927,99.984,1.024,2.382,6.55055,285.8384094238281,9.83700156211853e-05
133.667,316.31,99.865,1.043,4.124,7.38317,285.5600280761719,2.847425639629364e-05
77.387,360.958,99.986,0.813,2.634,5.72098,287.1509704589844,0.0003411695361137
120.014,310.559,99.893,1.016,2.696,6.24656,285.3294372558594,9.6222385764122e-05
130.143,287.858,99.945,1.134,3.822,6.05004,283.4745788574219,0.0
129.621,277.762,99.831,1.413,4.73,6.71214,282.9764404296875,0.0
138.424,258.473,99.692,1.814,8.12,8.03483,283.4838562011719,0.0
127.603,278.804,99.84,1.229,6.63,6.75339,281.0956115722656,0.0
67.272,303.501,99.803,0.961,5.174,4.62282,281.53961181640625,0.0
112.283,283.199,100.231,1.186,5.514,5.79125,281.2142639160156,0.0
98.1,302.969,100.222,1.446,5.862,5.18084,283.1594543457031,0.0
119.964,280.019,100.361,1.169,3.892,5.3562,283.1335144042969,0.0
109.725,283.799,99.834,1.266,4.786,4.99466,282.1573791503906,0.0
124.623,265.238,98.948,1.09,3.8,5.54088,282.75396728515625,0.0
117.84,264.8,99.187,1.517,4.152,4.92565,278.6207580566406,0.0
108.875,295.025,100.544,1.836,8.182,7.55809,281.1805725097656,0.0
120.863,305.103,101.0,1.2,9.631,6.15865,285.9679870605469,0.0
37.857,377.828,100.729,1.202,1.377,6.42702,285.6798400878906,0.0076154954731464
46.019,355.931,99.833,0.736,0.306,3.88505,285.22314453125,2.306513488292694e-05
17.425,356.993,99.122,1.16,0.782,2.8879,283.8238830566406,0.0069420300424098
32.028,344.612,98.948,1.713,0.75,7.64502,283.81597900390625,0.0418878719210624
42.931,309.922,99.495,0.849,0.567,7.30838,279.5093994140625,1.1043623089790344e-05
123.745,272.927,99.985,0.99,2.646,9.44609,280.4267272949219,0.0
115.322,266.985,99.543,1.177,2.383,6.60554,279.5636291503906,0.0
120.212,251.751,100.063,1.403,6.004,8.79607,281.1660461425781,0.0
83.932,279.321,100.736,1.333,4.495,6.96337,278.3611755371094,0.0007996559143066
109.07,258.218,100.353,1.395,3.299,6.52215,276.83526611328125,4.284083843231201e-08
105.687,267.313,100.411,1.251,3.543,5.84697,277.7469177246094,0.0
107.813,279.639,100.475,1.002,2.628,5.08497,279.5079345703125,0.0
94.641,291.043,99.837,1.289,2.933,6.78335,278.7484436035156,4.936009645462036e-07
33.013,348.438,99.774,1.2,1.526,5.54961,282.0940246582031,0.0138341393321752
17.722,364.335,99.662,1.776,0.455,5.91663,283.657470703125,0.0305340085178613
68.144,356.499,100.235,1.017,1.265,12.9051,283.4422607421875,0.0028535407036542
92.046,310.694,100.073,2.012,2.397,10.1786,283.94342041015625,0.0208362825214862
112.472,262.204,100.555,0.846,2.11,7.75926,278.6351013183594,0.0
86.244,276.327,101.091,1.071,2.329,6.11139,276.5137023925781,0.0
107.518,291.154,101.051,0.914,2.233,6.96317,279.5363464355469,0.0
108.348,286.86,100.79,1.813,3.171,11.1891,281.1347045898437,0.0001951046288013
114.589,281.543,100.724,1.109,1.772,6.58698,279.11212158203125,0.0
115.119,269.167,100.431,1.855,3.523,8.35857,279.7670288085937,1.5331432223320007e-05
72.566,278.376,100.268,1.202,3.259,6.11289,277.11328125,0.0
13.594,336.302,100.105,0.847,0.363,2.99636,278.2795715332031,0.0066825244575738
27.087,350.569,100.175,0.443,0.119,6.40466,279.18731689453125,0.0051671378314495
32.673,337.015,100.56,1.211,0.239,6.24604,281.7069702148437,0.0037487288936972
60.145,308.771,100.623,1.635,0.321,3.0467,278.5445861816406,3.829598426818848e-06
118.4,296.803,99.475,1.219,6.988,7.18522,279.7115173339844,0.0
107.625,299.555,100.035,1.246,5.806,9.3508,279.9655456542969,0.0
24.25,332.231,99.548,1.827,4.35,18.7956,282.8650817871094,0.0041624158620834
6.307,355.951,98.493,4.313,1.96,12.7588,284.0304870605469,0.0570562630891799
35.039,332.929,98.945,1.899,1.116,8.01701,281.7284240722656,0.0231399405747652
91.674,303.574,99.292,1.327,1.992,11.2859,281.006103515625,0.0100016864016652
91.224,303.704,99.937,1.01,1.773,12.1408,280.8712158203125,0.0045945225283503
18.85,334.441,100.116,1.646,1.911,12.6975,279.8329467773437,0.0085554365068674
58.467,332.57,100.508,0.854,0.779,5.60343,281.6938171386719,0.0018853098154067
35.692,345.012,99.761,0.71,0.765,8.10467,281.9629211425781,0.0018328912556171
28.579,301.845,99.5,0.922,0.936,4.26414,283.2632141113281,0.0002224016934633
41.062,300.128,99.5,1.149,1.093,4.32161,283.411376953125,0.0002109613269567
93.985,300.226,99.679,0.998,2.092,7.38802,281.8988952636719,1.132488250732422e-06
101.097,320.185,99.5,1.193,2.486,12.2766,281.2416076660156,0.0
125.333,313.588,100.362,1.155,2.158,6.31881,281.284423828125,0.0
128.668,311.914,100.088,1.007,1.838,9.60176,280.2389221191406,4.284083843231201e-08
125.051,317.295,100.275,1.099,1.912,7.08377,279.94854736328125,0.0
132.548,319.406,100.386,1.258,3.143,7.88452,279.2279357910156,0.0
134.269,322.168,100.484,1.291,3.819,8.51206,279.8378295898437,0.0
65.798,330.312,99.512,1.135,2.244,5.96137,280.5093688964844,0.0003334693610668
73.988,336.181,99.569,1.652,2.419,10.8805,279.4924011230469,0.0026552621275186
29.175,342.38,99.863,1.224,1.458,12.2085,279.5464172363281,0.0151077397167682
31.352,340.911,99.449,0.895,0.407,12.7443,279.83990478515625,0.019594931975007
52.192,336.345,99.017,2.293,1.553,19.2453,279.4952087402344,0.0123287513852119
32.432,342.621,99.34,4.024,6.341,21.9275,282.685302734375,0.0069888979196548
109.34,317.432,99.571,2.413,9.901,21.8927,286.8576965332031,0.0012589134275913
26.404,354.869,98.431,3.147,2.349,29.446,285.0817565917969,0.0122672384604811
148.327,304.909,99.756,1.149,2.707,20.118,280.82080078125,0.0127500295639038
38.203,321.048,100.443,1.272,1.733,11.2067,277.9681091308594,0.0023451205343008
133.37,301.135,100.683,1.047,2.811,19.321,279.0631103515625,0.0043053245171904
30.632,342.515,100.602,2.138,2.379,9.63096,279.5649719238281,0.0045487470924854
98.937,307.524,100.4,1.028,1.564,12.02,280.16168212890625,0.0124756656587123
42.308,329.68,99.881,2.189,1.796,18.7778,278.8177185058594,0.0036300309002399
85.052,331.446,98.985,1.845,1.719,17.3909,280.5889587402344,0.0295892767608165
154.829,274.429,99.992,1.824,3.496,19.6021,279.6818542480469,0.0023371595889329
154.564,275.958,100.685,1.26,3.933,16.4901,278.7796936035156,4.284083843231201e-08
151.475,292.976,100.762,1.192,2.965,15.3028,279.8104248046875,0.0
147.697,287.093,100.648,1.105,3.645,18.158,280.9188232421875,0.0
164.459,283.216,100.4,1.176,4.744,20.5351,282.1294250488281,0.0
157.347,284.018,100.238,1.279,4.85,19.441,282.9116516113281,0.0
164.178,290.64,100.233,1.449,6.766,24.7194,283.6828308105469,2.142041921615601e-08
159.186,304.157,100.198,1.251,6.77,25.998,284.8778991699219,0.0
163.63,301.645,100.04,1.169,6.704,24.3462,284.9501647949219,0.0
158.151,283.194,99.34,2.854,8.052,33.9376,284.9033203125,1.6652047634124756e-05
181.618,262.649,99.69,2.542,7.941,34.2443,283.5320739746094,1.862645149230957e-09
177.745,277.782,100.086,1.518,6.151,29.2056,281.7236633300781,4.284083843231201e-08
188.607,298.195,100.331,1.474,6.52,27.3625,281.4129333496094,0.0
195.368,292.6,100.051,1.38,5.357,26.1711,282.2166748046875,6.966292858123779e-07
181.478,332.156,99.829,1.044,4.15,23.9461,283.4667053222656,0.0
74.577,358.754,99.994,0.781,1.857,16.2777,282.4143981933594,0.0005206950008869
164.785,364.683,99.813,1.01,2.602,31.2746,283.7491149902344,0.01808637753129
47.07,359.481,99.33,2.278,3.166,37.5802,283.0728454589844,0.002352287992835
63.087,359.578,99.319,1.024,1.422,18.9272,283.3299255371094,0.0134612368419766
38.405,361.218,99.4,2.234,2.802,15.8866,280.6847229003906,0.0033231237903237
47.238,366.766,99.539,2.855,2.506,27.5574,283.5798645019531,0.0313967131078243
184.397,373.535,100.649,1.421,2.972,33.1274,283.7147216796875,0.0058203749358654
203.908,383.732,100.564,1.191,3.875,30.7448,283.2813720703125,0.0
195.766,387.354,100.121,1.339,5.766,32.5323,285.7756652832031,1.862645149230957e-09
221.408,394.878,99.574,1.333,5.112,35.6202,286.372802734375,4.284083843231201e-08
212.358,402.031,99.902,1.381,5.94,42.2813,287.3115539550781,1.080334186553955e-06
181.89,373.292,100.314,1.702,4.706,38.2429,285.9078674316406,0.0003997609019279
231.972,390.104,100.241,1.568,6.954,49.2323,284.4797668457031,1.862645149230957e-09
233.771,388.42,100.604,1.543,6.356,49.5792,283.9442138671875,4.190951585769653e-08
240.376,390.805,100.047,1.693,6.929,46.6997,285.02703857421875,0.0
244.5,352.235,99.939,1.196,7.175,47.3308,285.4925842285156,0.0
176.458,359.059,100.455,1.359,6.452,41.1631,283.9765930175781,1.862645149230957e-09
202.05,338.191,100.581,1.098,6.183,42.5912,284.6003723144531,4.190951585769653e-08
242.132,289.788,100.162,1.741,7.155,51.3853,285.85064697265625,0.0
245.207,299.67,100.155,1.446,7.498,54.5772,284.5653991699219,0.0
208.937,321.376,100.525,1.269,8.235,50.6342,286.8534851074219,1.862645149230957e-09
205.396,306.832,100.506,1.176,5.546,48.217,287.6679382324219,4.284083843231201e-08
190.056,322.885,100.176,1.174,3.865,44.6486,286.82049560546875,0.0
156.463,358.935,100.065,2.055,3.583,52.509,287.6590576171875,0.009523032233119
146.397,327.658,100.093,1.797,3.58,40.0968,284.68603515625,0.0013425629585981
200.771,314.93,99.633,1.421,3.26,42.1725,282.1640625,0.0020924378186464
268.224,266.823,99.747,2.559,7.333,75.0979,283.2015380859375,0.0
271.211,288.046,100.264,1.191,8.223,57.8087,283.7289428710937,0.0
245.814,307.936,100.363,1.336,6.443,58.3557,285.9783935546875,0.0
244.836,318.425,100.175,1.464,3.895,57.549,286.9801940917969,1.7501413822174072e-05
273.122,303.248,100.491,1.11,4.035,58.9205,285.4184875488281,0.0009513963013887
279.408,288.109,100.747,1.734,6.71,65.2769,284.36236572265625,0.0
278.339,292.374,100.405,1.381,8.075,63.9717,285.4021911621094,0.0
281.419,289.861,100.259,1.419,8.562,68.3921,287.731201171875,0.0
279.343,297.703,100.0,1.261,8.402,69.1133,287.8158569335937,0.0
243.902,312.636,100.194,1.48,5.745,70.0392,288.7709655761719,6.539374589920044e-05
264.92,310.565,100.501,1.292,4.664,61.8409,285.42974853515625,9.313225746154783e-10
272.503,289.09,100.326,1.519,5.366,57.2358,284.27166748046875,7.63963907957077e-06
219.803,329.41,99.723,1.002,5.121,54.2315,284.6654968261719,0.0004151575267314
93.264,355.152,99.593,0.955,2.202,26.2984,285.3855895996094,0.0080249048769474
269.426,307.908,99.938,1.232,4.977,59.0254,284.1040344238281,0.0003571864217519
293.221,291.058,100.075,1.242,6.011,61.8281,283.5008239746094,0.0
240.951,316.7,99.776,1.22,7.861,59.5863,285.3985290527344,7.937848567962646e-05
204.009,327.128,99.728,1.028,6.867,49.6,285.7391662597656,4.284083843231201e-08
305.437,304.3,100.161,1.206,7.495,66.9374,286.9579162597656,0.0
260.659,296.058,100.051,1.488,7.734,63.036,286.9973449707031,0.0
300.207,297.384,99.646,1.219,4.672,59.8233,285.0586242675781,4.582107067108154e-07
274.613,307.17,99.916,1.475,4.969,52.9046,285.8251953125,9.184703230857847e-06
278.182,287.17,100.074,1.346,5.861,62.954,284.36920166015625,4.284083843231201e-08
204.45,306.962,99.641,1.291,4.612,42.3364,285.1768493652344,0.0001607201993465
290.854,290.364,99.724,1.335,6.036,61.5859,284.65087890625,1.323223114013672e-05
291.19,304.165,99.998,1.812,10.061,70.6091,287.11102294921875,0.0
295.337,310.702,100.085,1.204,12.134,65.5436,289.8221130371094,1.862645149230957e-09
299.875,325.389,100.047,1.3,18.318,73.5443,292.8684387207031,4.284083843231201e-08
301.031,330.002,99.669,1.204,20.028,77.1447,294.1699523925781,1.862645149230957e-09
241.938,303.944,99.624,1.916,7.791,47.0178,291.6875305175781,7.320195436477661e-07
306.957,281.577,99.966,1.774,6.866,50.0158,285.0805053710937,0.0
306.956,296.174,99.858,1.678,10.649,54.4817,286.6925354003906,0.0
305.961,307.705,99.841,1.596,13.512,56.4851,289.28240966796875,0.0
